Title,URL,Creator,Journal,Year,Citations,processed_text
EXPLORING SIXTH-ORDER COMPACT FINITE DIFFERENCE SCHEMES FOR HYPERBOLIC PDE: A CASE STUDY ON THE NONLINEAR GOURSAT PROBLEM,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000844954&origin=resultslist,Deraman R.F.,Journal of Quality Measurement and Analysis,2025,0,jajah urut enam skema beda batas pde hiperbolik studi goursat nonlinier
DISTRIBUTION OF SUGARCANE SHIELD SCALE (AULACASPIS TEGALENSIS) AND COCCINELLID PREDATORS AGGREGATION ON SUGARCANE PLANTS,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216518422&origin=resultslist,Pramono S.,Plant Protection,2025,0,distribusi skala perisai tebu aulacaspis tegalensis agregasi predator coccinellid tanam tebu
Digital Skills and Technology Integration Challenges in Vocational High School Teacher Learning,https://www.scopus.com/record/display.uri?eid=2-s2.0-85213021186&origin=resultslist,Riyanda A.R.,Data and Metadata,2025,0,terampil digital tantang integrasi teknologi ajar guru sekolah tengah juru
"Determinants of Stunting Severity Among Under-Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001563120&origin=resultslist,Bakri S.,Advances in Public Health,2025,0,tentu parah tonjol banding rumah tangga tani non -pertanian kabupaten lampung selatan indonesia
"Chemical Profile of The Ethyl Acetate Extract of Aspergillus sydowi, 22-PLP1-F1, as Antibacterial Agent Against Clinically Resistant Strains of Staphylococcus aureus and Pseudomonas aeruginosa",https://www.scopus.com/record/display.uri?eid=2-s2.0-85215362488&origin=resultslist,Setiawan A.,Journal of Multidisciplinary Applied Natural Science,2025,0,profil kimia ekstrak etil asetat aspergillus sydowi 22 plp1 f1 agen antibakteri strain staphylococcus aureus pseudomonas aeruginosa resisten klinis
The Impact of Carbon Tax Policies in Achieving the Ambitious Target of Net Zero Emissions 2060 in G20 Countries,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000052037&origin=resultslist,Wahyudi H.,International Journal of Energy Economics and Policy,2025,0,dampak bijak pajak karbon capai target ambisius emisi nol bersih 2060 negara -negara g20
Resolving Medical Disputes: Lessons from U.S. Arbitration for Indonesia’s Legal Framework,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219296379&origin=resultslist,Fakih M.,Hasanuddin Law Review,2025,0,selesai ajar selisih medis arbitrase kerangka hukum indonesia
"Analysis of the welfare gap among smallholder palm oil farmers in two scheme farming management: A case study in Lampung province, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216732760&origin=resultslist,Lestari D.A.H.,Asian Journal of Agriculture and Rural Development,2025,0,analisis senjang sejahtera tani kelapa sawit tani skema manajemen tani studi provinsi lampung indonesia
"Ethnomedical Practices and Medicinal Plant Use in Tanjung and Seponjen Villages, Jambi, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-86000494999&origin=resultslist,Wulandari C.,International Journal of Design and Nature and Ecodynamics,2025,0,praktik etnomedis guna tanam obat tanjung desa seponjen jambi indonesia
The Partition Dimension of Daisy Graphs and Its Barbell,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002354552&origin=resultslist,Asmiati,Science and Technology Indonesia,2025,0,dimensi partisi grafik daisy barbel
The contribution of eco bus technologies to environmental problem mitigation: a systematic review,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000230665&origin=resultslist,Panuju A.Y.T.,International Journal of Advances in Applied Sciences,2025,0,kontribusi teknologi bus eko mitigasi lingkung tinjau sistematik
The anxiety in English for foreign language speaking class: the case of university students in Lampung context,https://www.scopus.com/record/display.uri?eid=2-s2.0-85202933587&origin=resultslist,Septiawan H.,Journal of Education and Learning,2025,0,cemas bahasa inggris kelas bicara bahasa asing mahasiswa konteks lampung
Mathematical Understanding in Blended Learning Based on E-Learning Madrasah’s,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002318329&origin=resultslist,Hardianti D.,AIP Conference Proceedings,2025,0,paham matematika ajar campur dasar e ajar madrasah
Harnessing the power of probiotics to enhance neuroplasticity for neurodevelopment and cognitive function in stunting: a comprehensive review,https://www.scopus.com/record/display.uri?eid=2-s2.0-85177427588&origin=resultslist,Nisa K.,International Journal of Neuroscience,2025,1,manfaat kuat probiotik tingkat neuroplastisitas kembang saraf fungsi kognitif tinjau tinjau komprehensif
Direct Integration Mode Superposition: A Simple Method for Dynamic Analysis of Submerged Floating Tunnel (SFT),https://www.scopus.com/record/display.uri?eid=2-s2.0-85215661070&origin=resultslist,Akmal J.,Journal of Mechanical Engineering,2025,0,superposisi mode integrasi langsung metode sederhana analisis dinamis terowongan apung rendam sft
PERMEABILITY AND COMPRESSIVE STRENGTH OF NORMAL CONCRETE SUBMERGED IN SEA AND BRACKISH WATER,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219000129&origin=resultslist,Niken C.,Jurnal Teknologi,2025,0,permeabilitas kuat tekan beton normal rendam laut air payau
In vivo Evaluation of Saccharomyces-Modified Tempeh as Potential Prebiotic and Probiotic Food using Mus musculus as an Animal Model,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217200036&origin=resultslist,Kustyawati M.E.,Journal of Multidisciplinary Applied Natural Science,2025,0,evaluasi in vivo saccharomyces modifikasi tempe potensi makan prebiotik probiotik musculus model hewan
"Exploration of bioactive compounds in invasive plant Spathodea campanulata flower originating from Bukit Barisan National Park, Lampung, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85218777411&origin=resultslist,Duryat,Biodiversitas,2025,0,eksplorasi senyawa bioaktif tanam invasif spathodea campanulata bunga asal bukit baris national park lampung indonesia
Harnessing the power of probiotics to enhance neuroplasticity for neurodevelopment and cognitive function in stunting: a comprehensive review,https://www.scopus.com/record/display.uri?eid=2-s2.0-85177427588&origin=resultslist,Nisa K.,International Journal of Neuroscience,2025,1,manfaat kuat probiotik tingkat neuroplastisitas kembang saraf fungsi kognitif tinjau tinjau komprehensif
Evaluation of hepatoprotective and nephroprotective activities of Castanopsis costata extract in rats,https://www.scopus.com/record/display.uri?eid=2-s2.0-85213339442&origin=resultslist,Alkandahri M.Y.,Biomedical Reports,2025,0,evaluasi aktivitas hepatoprotektif nefroprotektif ekstrak castanopsis costata tikus
THE IMPACT OF THE SURFACE RUNOFF COEFFICIENT (C) ON LAND UTILIZATION,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217647112&origin=resultslist,Romdania Y.,Planning Malaysia,2025,0,dampak koefisien limpas muka c manfaat lahan
Pelletizing of Attapulgite/Carbon Nanocomposite From Used Bleaching Earth for Continuous Treatment of Wastewater From a Natural Rubber Factory,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000125720&origin=resultslist,Hermida L.,ASEAN Journal on Science and Technology for Development,2025,1,pelet nanokomposit karbon attapulgit bumi mutih bekas obat lanjut air limbah pabrik karet alami
SOLUTION OF FULLY FUZZY NONLINEAR EQUATION SYSTEMS USING GENETIC ALGORITHM,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002071065&origin=resultslist,Fatimatuzzahra,Barekeng,2025,0,solusi sistem sama nonlinier sepenuh fuzzy algoritma genetika
Developing the conceptual framework of an integrated information systems for Indonesian construction industry,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001290838&origin=resultslist,Setiawan W.,Built Environment Project and Asset Management,2025,0,kembang kerangka konseptual sistem informasi padu industri konstruksi indonesia
The Competitiveness of the Indonesian Medium High Technology Sector: Robust Least Squares and Fully Modified Ordinary Least Squares Approach,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219693190&origin=resultslist,Wahyudi H.,International Review of Management and Marketing,2025,0,daya saing sektor teknologi indonesia sektor teknologi kotak kecil dekat kuadrat kecil modifikasi sepenuh
An Enhanced Deep Neural Network Approach for WiFi Fingerprinting-Based Multi-Floor Indoor Localization,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212556433&origin=resultslist,Ayinla S.L.,IEEE Open Journal of the Communications Society,2025,0,dekat jaring saraf tingkat wifi sidik jari multi -lantai bas lokalisasi ruang
Efficiency of Sawdust Biomass Utilization as an Alternative Energy Source for Tea Leaf Drying Using Cyclone Burner,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000153626&origin=resultslist,Asnawi R.,Journal of Renewable Energy and Environment,2025,0,efisiensi manfaat biomassa serbuk gergaji sumber energi alternatif ering daun teh bakar siklon
An Enhanced Deep Neural Network Approach for WiFi Fingerprinting-Based Multi-Floor Indoor Localization,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212556433&origin=resultslist,Ayinla S.L.,IEEE Open Journal of the Communications Society,2025,0,dekat jaring saraf tingkat wifi sidik jari multi -lantai bas lokalisasi ruang
Transforming Alzheimer’s Disease Diagnosis: Implementing Vision Transformer (ViT) for MRI Images Classification,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217481986&origin=resultslist,Kurniasari D.,Journal of Information and Communication Technology,2025,0,ubah diagnosis sakit alzheimer terap visi visi vit klasifikasi gambar mri
Technological Advancements in Bite-Sized Learning: Developing a Framework for Basic Jazz Guitar Reharmonization Techniques,https://www.scopus.com/record/display.uri?eid=2-s2.0-85191444955&origin=resultslist,Mazlan C.A.N.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025,0,maju teknologi ajar ukur gigit kembang kerangka kerja teknik reharmonisasi gitar jazz dasar
Application of modified Sargassum dupilcatum biomass as an eco-friendly adsorbent for removing coomassie brilliant blue and phosphate ions from solution,https://www.scopus.com/record/display.uri?eid=2-s2.0-85196732253&origin=resultslist,Buhani B.,International Journal of Environmental Science and Technology,2025,0,terap biomassa sargassum dupilcatum modifikasi adsorben ramah lingkung hilang ion coomassie biru fosfat cemerlang larut
Acute Toxicity Study of the Leaf and Fruit Extracts of Avicennia marina (Forssk.) on Wistar White Male Mice,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217471793&origin=resultslist,Duryat D.,Journal of Multidisciplinary Applied Natural Science,2025,0,studi toksisitas akut ekstrak daun buah avicennia marina forssk tikus jantan putih wistar
Properties of Indonesian short rotation coppice (Calliandra calothyrsus) biochar as a coal substitute in the steelmaking process,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218711462&origin=resultslist,Wijaya B.A.,Biomass Conversion and Biorefinery,2025,0,properti rotasi pendek indonesia coppice calliandra calothyrsus biochar ganti batubara proses buat baja
Design and implementation of PV emulator based on synchronous buck converter using Arduino Nano microcontroller,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218735817&origin=resultslist,Samosir A.S.,International Journal of Power Electronics and Drive Systems,2025,0,desain implementasi emulator pv dasar konverter buck sinkron mikrokontroler arduino nano
Modeling Vector Error Correction with Exogeneous (VECMX) Variable for Analyzing Nonstationary Variable Energy Used and Gross Domestic Product (GDP),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214673202&origin=resultslist,Usman M.,Science and Technology Indonesia,2025,0,model koreksi salah vektor variabel vecmx eksogen analis energi variabel nonstasioner pdb produk domestik bruto
The Competitiveness of the Indonesian Medium High Technology Sector: Robust Least Squares and Fully Modified Ordinary Least Squares Approach,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219693190&origin=resultslist,Wahyudi H.,International Review of Management and Marketing,2025,0,daya saing sektor teknologi indonesia sektor teknologi kotak kecil dekat kuadrat kecil modifikasi sepenuh
Online Learning Technology: Implications on Mental Health and Learning Outcomes of Students,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216035611&origin=resultslist,Made A.M.,"Salud, Ciencia y Tecnologia",2025,0,implikasi teknologi ajar online sehat mental hasil ajar siswa
"Determinants of Stunting Severity Among Under-Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001563120&origin=resultslist,Bakri S.,Advances in Public Health,2025,0,tentu parah tonjol banding rumah tangga tani non -pertanian kabupaten lampung selatan indonesia
PERMEABILITY AND COMPRESSIVE STRENGTH OF NORMAL CONCRETE SUBMERGED IN SEA AND BRACKISH WATER,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219000129&origin=resultslist,Niken C.,Jurnal Teknologi,2025,0,permeabilitas kuat tekan beton normal rendam laut air payau
Mathematical Communication in Blended Learning,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002286474&origin=resultslist,Lestari F.,AIP Conference Proceedings,2025,0,komunikasi matematika ajar campur
Rule-Based Dialect of Tulang Bawang Stemmer,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002282173&origin=resultslist,Abidin Z.,"ICADEIS 2025 - 2025 International Conference on Advancement in Data Science, E-learning and Informat",2025,0,dialek bas atur tulang bawang stemmer
Application of slow-release NPK fertilizer on the growth of sweet corn plants (Zea Mays L.),https://www.scopus.com/record/display.uri?eid=2-s2.0-105002142116&origin=resultslist,Sartika D.,IOP Conference Series: Earth and Environmental Science,2025,0,terap pupuk npk lepas lambat tumbuh tanam jagung manis zea mays l
A New Feature Extraction Approach in Classification for Improving the Accuracy of Proteins,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000095944&origin=resultslist,Damayanti,International Journal on Informatics Visualization,2025,0,dekat ekstraksi fitur klasifikasi tingkat akurasi protein
"On the Characteristic Function of the Four-Parameter Generalized Beta of the Second Kind (GB2) Distribution and Its Approximation to the Singh-Maddala, Dagum, and Fisk Distributions",https://www.scopus.com/record/display.uri?eid=2-s2.0-85214713489&origin=resultslist,Warsono,Science and Technology Indonesia,2025,0,fungsi karakteristik parameter beta distribusi gb2 jenis kira distribusi singh maddala dagum fisk
Performance study of Photovoltaic/Thermal (PV/T) collector with cross-cut fins,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001917816&origin=resultslist,Amrizal,Journal of Physics: Conference Series,2025,0,studi kerja kolektor pv t termal fotovoltaik sirip potong silang
In vivo Evaluation of Saccharomyces-Modified Tempeh as Potential Prebiotic and Probiotic Food using Mus musculus as an Animal Model,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217200036&origin=resultslist,Kustyawati M.E.,Journal of Multidisciplinary Applied Natural Science,2025,0,evaluasi in vivo saccharomyces modifikasi tempe potensi makan prebiotik probiotik musculus model hewan
Exploring Public Sentiment on Green Economy Policy: A Natural Language Processing-Based Analysis,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000159934&origin=resultslist,Putri W.R.E.,International Journal of Energy Economics and Policy,2025,0,jajah sentimen publik bijak ekonomi hijau analisis bas pemrosesan bahasa alami
The poverty alleviation program in A Tsunami impacted area: Models PKH and BPNT Indonesia,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001516171&origin=resultslist,Ciptawaty U.,Edelweiss Applied Science and Technology,2025,0,program ambil miskin model area tsunami dampak pkh bpnt indonesia
Exploring Public Sentiment on Green Economy Policy: A Natural Language Processing-Based Analysis,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000159934&origin=resultslist,Putri W.R.E.,International Journal of Energy Economics and Policy,2025,0,jajah sentimen publik bijak ekonomi hijau analisis bas pemrosesan bahasa alami
Construction of CeO2-decorated carboxyl functionalized graphene oxide as a durable and efficient photocatalyst for the ciprofloxacin elimination in wastewater,https://www.scopus.com/record/display.uri?eid=2-s2.0-85194071442&origin=resultslist,Kusworo T.D.,Journal of the Taiwan Institute of Chemical Engineers,2025,7,konstruksi ceo2 dekorasi karboksil fungsi graphene oksida fotokatalis tahan efisien eliminasi ciprofloxacin air limbah
SUGARCANE COMMERCIAL CULTIVARS WITH DROUGHT STRESS TOLERANCE ON IN VITRO AND GREENHOUSE SCALES,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000657664&origin=resultslist,Sari H.E.,Sabrao Journal of Breeding and Genetics,2025,0,kultivar komersial tebu toleransi stres kering skala in vitro rumah kaca
Digitalisation of Islamic Finance in the Era of Industrial Revolution 5.0: The Contribution of Crowdfunding and e-Wakaf to Islamic Fintech,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219038405&origin=resultslist,Wahyudi H.,International Journal of Economics and Financial Issues,2025,0,digitalisasi uang islam era revolusi industri 5 0 kontribusi crowdfunding e wakaf islamic fintech
"Comparative Analysis of Serum Magnesium Ion Levels Using Three Measurement Methods: Spectrophotometry, Atomic Absorption Spectrophotometry, and Inductively Coupled Plasma With Optical Emission Spectrophotometry",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001580329&origin=resultslist,Mulya Harahap R.I.,International Journal of Analytical Chemistry,2025,0,analisis komparatif kadar ion magnesium serum metode ukur spektrofotometri spektrofotometri serap atom plasma gabung induktif spektrofotometri emisi optik
The contribution of eco bus technologies to environmental problem mitigation: a systematic review,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000230665&origin=resultslist,Panuju A.Y.T.,International Journal of Advances in Applied Sciences,2025,0,kontribusi teknologi bus eko mitigasi lingkung tinjau sistematik
Transforming Alzheimer’s Disease Diagnosis: Implementing Vision Transformer (ViT) for MRI Images Classification,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217481986&origin=resultslist,Kurniasari D.,Journal of Information and Communication Technology,2025,0,ubah diagnosis sakit alzheimer terap visi visi vit klasifikasi gambar mri
"Transforming Vocational Education through Augmented Reality: A Systematic Review of Current Trends, Challenges, and Future Opportunities",https://www.scopus.com/record/display.uri?eid=2-s2.0-85213012160&origin=resultslist,Indarta Y.,Data and Metadata,2025,0,ubah didik juru augmented reality tinjau sistematis tren tantang peluang
Modeling Vector Error Correction with Exogeneous (VECMX) Variable for Analyzing Nonstationary Variable Energy Used and Gross Domestic Product (GDP),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214673202&origin=resultslist,Usman M.,Science and Technology Indonesia,2025,0,model koreksi salah vektor variabel vecmx eksogen analis energi variabel nonstasioner pdb produk domestik bruto
The impact of resources availability on phytophthora population dynamics and ecosystem health,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217821422&origin=resultslist,Afandi A.,BIO Web of Conferences,2025,0,dampak sedia sumber daya dinamika populasi phytophthora sehat ekosistem
PERMEABILITY AND COMPRESSIVE STRENGTH OF NORMAL CONCRETE SUBMERGED IN SEA AND BRACKISH WATER,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219000129&origin=resultslist,Niken C.,Jurnal Teknologi,2025,0,permeabilitas kuat tekan beton normal rendam laut air payau
In vivo Evaluation of Saccharomyces-Modified Tempeh as Potential Prebiotic and Probiotic Food using Mus musculus as an Animal Model,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217200036&origin=resultslist,Kustyawati M.E.,Journal of Multidisciplinary Applied Natural Science,2025,0,evaluasi in vivo saccharomyces modifikasi tempe potensi makan prebiotik probiotik musculus model hewan
Antidiabetic Activity Test of Fe(III) Complex Compound with Arginine Ligand in Male Mice (Mus Musculus L.),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214482691&origin=resultslist,Ambarwati Y.,Journal of Multidisciplinary Applied Natural Science,2025,0,uji aktivitas antidiabetes senyawa kompleks fe iii ligan arginin tikus jantan musculus l
A New Feature Extraction Approach in Classification for Improving the Accuracy of Proteins,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000095944&origin=resultslist,Damayanti,International Journal on Informatics Visualization,2025,0,dekat ekstraksi fitur klasifikasi tingkat akurasi protein
"Ethnomedical Practices and Medicinal Plant Use in Tanjung and Seponjen Villages, Jambi, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-86000494999&origin=resultslist,Wulandari C.,International Journal of Design and Nature and Ecodynamics,2025,0,praktik etnomedis guna tanam obat tanjung desa seponjen jambi indonesia
PHYSICOMECHANICAL PROPERTIES OF BIOPLASTICS FROM KAPPA-CARRAGEENAN AND CASSAVA PEEL STARCH,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000636578&origin=resultslist,Fadhallah E.G.,Jurnal Pengolahan Hasil Perikanan Indonesia,2025,0,sifat fisikomekanis bioplastik kappa carrageenan cassava peel starch
Enhancing critical thinking in elementary education: A systematic review of effective learning models,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217043891&origin=resultslist,Fitriadi F.,Multidisciplinary Reviews,2025,0,tingkat pikir kritis didik dasar tinjau sistematik model ajar efektif
Integrating The Network Pharmacology and Molecular Docking Confirmed with In Vitro Toxicity to Reveal Potential Mechanism of Non–Polar Fraction of Cyperus rotundus Linn as Anti-Cancer Candidate,https://www.scopus.com/record/display.uri?eid=2-s2.0-85213694577&origin=resultslist,Susianti S.,Journal of Multidisciplinary Applied Natural Science,2025,1,integrasi jaring farmakologi docking molekuler konfirmasi toksisitas in vitro mekanisme potensial fraksi non -polar cyperus rotundus linn kandidat anti kanker
SOLUTION OF FULLY FUZZY NONLINEAR EQUATION SYSTEMS USING GENETIC ALGORITHM,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002071065&origin=resultslist,Fatimatuzzahra,Barekeng,2025,0,solusi sistem sama nonlinier sepenuh fuzzy algoritma genetika
"Exploration of bioactive compounds in invasive plant Spathodea campanulata flower originating from Bukit Barisan National Park, Lampung, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85218777411&origin=resultslist,Duryat,Biodiversitas,2025,0,eksplorasi senyawa bioaktif tanam invasif spathodea campanulata bunga asal bukit baris national park lampung indonesia
Harnessing the power of probiotics to enhance neuroplasticity for neurodevelopment and cognitive function in stunting: a comprehensive review,https://www.scopus.com/record/display.uri?eid=2-s2.0-85177427588&origin=resultslist,Nisa K.,International Journal of Neuroscience,2025,1,manfaat kuat probiotik tingkat neuroplastisitas kembang saraf fungsi kognitif tinjau tinjau komprehensif
Extraction and Activity Test of Antibacterial Compounds from Limberry Leaves (Triphasia Trifolia) Against Vibrio Sp,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217196607&origin=resultslist,Herdiana N.,Journal of Multidisciplinary Applied Natural Science,2025,0,ekstraksi uji aktivitas senyawa antibakteri daun limberry triphasia trifolia vibrio sp sp vibrio
Evaluation of hepatoprotective and nephroprotective activities of Castanopsis costata extract in rats,https://www.scopus.com/record/display.uri?eid=2-s2.0-85213339442&origin=resultslist,Alkandahri M.Y.,Biomedical Reports,2025,0,evaluasi aktivitas hepatoprotektif nefroprotektif ekstrak castanopsis costata tikus
"Evaluating Tourism Performance through Tourist Perceptions: A Case Study of Petengoran Mangrove Tourism in Lampung, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85212135286&origin=resultslist,Murniati K.,Jurnal Sylva Lestari,2025,0,evaluasi kerja pariwisata persepsi pariwisata studi pariwisata petengoran lampung indonesia
Resolving Medical Disputes: Lessons from U.S. Arbitration for Indonesia’s Legal Framework,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219296379&origin=resultslist,Fakih M.,Hasanuddin Law Review,2025,0,selesai ajar selisih medis arbitrase kerangka hukum indonesia
The impact of resources availability on phytophthora population dynamics and ecosystem health,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217821422&origin=resultslist,Afandi A.,BIO Web of Conferences,2025,0,dampak sedia sumber daya dinamika populasi phytophthora sehat ekosistem
The Competitiveness of the Indonesian Medium High Technology Sector: Robust Least Squares and Fully Modified Ordinary Least Squares Approach,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219693190&origin=resultslist,Wahyudi H.,International Review of Management and Marketing,2025,0,daya saing sektor teknologi indonesia sektor teknologi kotak kecil dekat kuadrat kecil modifikasi sepenuh
Discovery of potential alleles for iron (Fe) toxicity tolerance in rice: Phenotypic and genotypes analysis of doubled haploid lines,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000147563&origin=resultslist,Chrisnawati L.,Biodiversitas,2025,0,temu alel potensial toleransi toksisitas fe besi fenotipik padi analisis genotipe garis haploid ganda
SUGARCANE COMMERCIAL CULTIVARS WITH DROUGHT STRESS TOLERANCE ON IN VITRO AND GREENHOUSE SCALES,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000657664&origin=resultslist,Sari H.E.,Sabrao Journal of Breeding and Genetics,2025,0,kultivar komersial tebu toleransi stres kering skala in vitro rumah kaca
Performance evaluation of feature extraction to improve the classification of PTM in C-glycosylation using XGBoost,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216692683&origin=resultslist,Damayanti,Bulletin of Electrical Engineering and Informatics,2025,0,evaluasi kerja ekstraksi fitur tingkat klasifikasi ptm glikosilasi c xgboost
Unraveling the role of bimetal oxide CuO/MnO2 on modified catalyst from solid waste incineration fly ash to enhance NOx removal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85210638480&origin=resultslist,Darmansyah D.,Journal of Environmental Chemical Engineering,2025,1,ungkap peran bimetal oksida cuo mno2 katalis modifikasi insinerasi limbah padat ash tingkat hapus nox
Utilisation of nanocellulose from cassava peels in polymer electrolyte membrane fabrication,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002269113&origin=resultslist,Widiarto S.,Polymer International,2025,0,manfaat nanoselulosa kulit singkong fabrikasi membran elektrolit polimer
"Institutional Analysis of Sustainable Management of the Sekampung Watershed, Lampung Province, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216964043&origin=resultslist,Edison,Jurnal Sylva Lestari,2025,0,analisis institusional kelola lanjut provinsi lampung kampung provinsi indonesia
Extraction and Activity Test of Antibacterial Compounds from Limberry Leaves (Triphasia Trifolia) Against Vibrio Sp,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217196607&origin=resultslist,Herdiana N.,Journal of Multidisciplinary Applied Natural Science,2025,0,ekstraksi uji aktivitas senyawa antibakteri daun limberry triphasia trifolia vibrio sp sp vibrio
"Ultrasonic-assisted adsorption of methylene blue using shrimp shells as a low-cost adsorbent: Evaluation on the adsorption isotherm, kinetics, and thermodynamics",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216507766&origin=resultslist,Misran E.,South African Journal of Chemical Engineering,2025,1,adsorpsi bantu ultrasonik metilen biru cangkang udang evaluasi adsorben biaya rendah kinetika isoterm adsorpsi termodinamika
"Study of water pollution parameters in the dry and rainy seasons on the pollution index of the Mesuji River, Lampung, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85213514366&origin=resultslist,Istomi A.R.,Results in Chemistry,2025,0,studi parameter polusi air musim kering hujan indeks polusi sungai mesuji lampung indonesia
Carbon Composite Derived from Spent Bleaching Earth for Rubbery Wastewater Treatment,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001170257&origin=resultslist,Tamin N.F.B.,Journal of Composites Science,2025,0,komposit karbon asal bumi mutih bekas olah air limbah karet
Identification and sensitivity testing of whip smut pathogen on sugarcane to fungicideand plant extracts,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000793784&origin=resultslist,Efri,Journal of Tropical Plant Pests and Diseases,2025,0,uji identifikasi sensitivitas patogen smut whip tebu fungisitas ekstrak tanam
Online Learning Technology: Implications on Mental Health and Learning Outcomes of Students,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216035611&origin=resultslist,Made A.M.,"Salud, Ciencia y Tecnologia",2025,0,implikasi teknologi ajar online sehat mental hasil ajar siswa
PHYSICOMECHANICAL PROPERTIES OF BIOPLASTICS FROM KAPPA-CARRAGEENAN AND CASSAVA PEEL STARCH,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000636578&origin=resultslist,Fadhallah E.G.,Jurnal Pengolahan Hasil Perikanan Indonesia,2025,0,sifat fisikomekanis bioplastik kappa carrageenan cassava peel starch
Direct Integration Mode Superposition: A Simple Method for Dynamic Analysis of Submerged Floating Tunnel (SFT),https://www.scopus.com/record/display.uri?eid=2-s2.0-85215661070&origin=resultslist,Akmal J.,Journal of Mechanical Engineering,2025,0,superposisi mode integrasi langsung metode sederhana analisis dinamis terowongan apung rendam sft
